id,SalePrice
1461,118623.31286372333
1462,151690.21512527682
1463,182164.22852116503
1464,195218.37128218834
1465,198223.6816497346
1466,170258.00089932347
1467,175020.85456088034
1468,159593.5476755645
1469,192645.71953621876
1470,120701.3659436209
1471,189172.38514484945
1472,97279.91680876627
1473,94587.80090960024
1474,145709.89696477336
1475,111860.59488148382
1476,354089.04551897297
1477,246650.2581308133
1478,291007.8873767877
1479,287826.9276079007
1480,467982.7204528715
1481,323852.9907697282
1482,207012.58206038162
1483,173894.10932585772
1484,159001.67621289968
1485,191524.37374748793
1486,193099.58267523206
1487,341867.2897460185
1488,232374.3143958025
1489,191933.9561854226
1490,227772.31334357065
1491,193895.68903988993
1492,93244.0807271833
1493,187195.87510021316
1494,299184.5247850502
1495,295247.61799426953
1496,231994.98384938162
1497,180653.89703371678
1498,167794.34389266744
1499,164012.81930925878
1500,152832.05944298522
1501,171733.7393357383
1502,143936.15035528867
1503,282824.6130035499
1504,241414.91936647036
1505,223509.25765053506
1506,188395.53925210141
1507,241227.64767022798
1508,204154.17581269698
1509,164048.58582953925
1510,143858.24452597345
1511,148689.80536002014
1512,174525.25475321
1513,148198.7035906097
1514,156547.83481319732
1515,193422.89707451183
1516,156457.53867788037
1517,166662.15863010136
1518,131890.80770581495
1519,208940.27246320897
1520,127333.22411313452
1521,130708.98648602336
1522,176252.56688322464
1523,110270.59500933129
1524,125408.85236452392
1525,118239.38140044348
1526,111956.41918481332
1527,107770.40103752405
1528,137590.13442901784
1529,150373.75667399715
1530,183584.0478846958
1531,104268.85514442032
1532,98567.64574575698
1533,143466.38164294284
1534,127546.72144681314
1535,147212.34390909917
1536,107190.43810623857
1537,63115.38410309009
1538,148773.92267779342
1539,192854.12718743103
1540,92811.2678524084
1541,137840.41302575124
1542,138386.2017222263
1543,183976.81487442832
1544,84260.98290919713
1545,113650.3587864507
1546,133298.97778065212
1547,128006.85266995862
1548,138648.57172514993
1549,119494.13162076929
1550,135102.8432553712
1551,107970.82903641797
1552,133660.25852552702
1553,148443.36605003368
1554,115516.60098295707
1555,156287.9280100863
1556,83892.8895280479
1557,105032.82322610855
1558,96366.1280539156
1559,63871.578225707264
1560,136366.19788209256
1561,129287.44597412783
1562,128983.61808244664
1563,118561.53270969841
1564,155796.8798127893
1565,149165.72868369232
1566,238678.13196700107
1567,77290.49343879244
1568,229990.6559283875
1569,128258.35631266786
1570,136438.37769382287
1571,122416.58168871944
1572,142433.0971480555
1573,232520.2655956986
1574,119553.23389038283
1575,227799.20680329655
1576,242885.11007623258
1577,178596.55737195502
1578,148687.62544397073
1579,141935.57677543367
1580,195338.75402830757
1581,150422.7056407894
1582,124557.61198916018
1583,294955.5764108771
1584,214749.8099978919
1585,135641.8272198605
1586,66989.74097805849
1587,104091.9661387477
1588,149915.4676072322
1589,97228.30314290346
1590,133698.92991056695
1591,91924.48691765289
1592,112894.14669011692
1593,126703.24641991823
1594,123909.0907636509
1595,106507.9887275781
1596,216971.9921422246
1597,191321.02885636882
1598,229628.335615936
1599,171747.69895665426
1600,160847.28631376865
1601,68400.34023341691
1602,116453.63141394599
1603,72595.83054797779
1604,258052.16365483723
1605,238202.54991762058
1606,166882.13147378506
1607,172133.0450580878
1608,212274.4441793864
1609,181693.18586313876
1610,148353.4623909059
1611,136855.26599537738
1612,169295.11575251757
1613,159201.81398247986
1614,127907.32062852028
1615,92881.88310728871
1616,77615.12654535187
1617,93674.4283343618
1618,124482.70536172349
1619,136555.54536675496
1620,150919.21109435632
1621,137251.2282038448
1622,141687.156292923
1623,258968.51661628165
1624,209245.62192971614
1625,118184.35437961173
1626,169777.52143260586
1627,189527.78273801642
1628,278330.0891769114
1629,184962.86977040517
1630,344019.1078728539
1631,229198.37069088544
1632,243965.24629641802
1633,174536.3175302531
1634,184465.28161651053
1635,174469.27410311
1636,150949.70404298545
1637,198110.74308477892
1638,180301.46986918332
1639,190005.0541165056
1640,249962.65240431402
1641,183899.18838522784
1642,237468.89908706528
1643,215668.02005971372
1644,233998.8281919317
1645,194862.384127359
1646,158039.32324644626
1647,161312.93735485867
1648,129702.04955948841
1649,136512.31762003864
1650,112928.11239213766
1651,120421.61668797553
1652,97470.73447257867
1653,98916.72372301381
1654,146723.06869325746
1655,138951.0042877168
1656,139077.39664149476
1657,146990.56291089935
1658,143522.69685765228
1659,118883.93896816275
1660,156091.91030744594
1661,413499.2675171151
1662,403223.0571725632
1663,376478.57669744873
1664,397346.47651893186
1665,295469.9430363799
1666,332484.21957765
1667,366116.8936191947
1668,339161.51514896797
1669,308721.19562955387
1670,353141.52792924264
1671,254287.08586211238
1672,412707.33887757093
1673,286605.8469301803
1674,237835.64576552238
1675,187555.2083373654
1676,187121.42189212755
1677,211981.03396441316
1678,437608.93016996706
1679,382341.1308558531
1680,322585.1262054503
1681,246168.30575456374
1682,316875.5452657571
1683,179397.4264453316
1684,171735.86548103933
1685,171196.40697021084
1686,164589.15332635786
1687,174150.69047744758
1688,188723.29929038775
1689,194556.661008186
1690,196213.19588154554
1691,185503.65529134055
1692,270524.5359921969
1693,169786.17699381238
1694,182076.68833552452
1695,168997.91673364857
1696,271772.14212234353
1697,173870.50563890592
1698,351402.81397353497
1699,311726.19393144164
1700,250587.6307193773
1701,274951.8164792346
1702,235732.96841432928
1703,237101.62440927868
1704,270087.1618877867
1705,234845.44552590777
1706,340787.56385380286
1707,209559.8418506439
1708,196321.02218297782
1709,265506.6490555502
1710,214175.91258946812
1711,267118.6329885861
1712,245732.30019294872
1713,269890.29595878324
1714,222037.9408924338
1715,208201.05765991757
1716,179828.59326927067
1717,175245.6504664382
1718,136624.14794153115
1719,207003.3657600989
1720,242346.3924519291
1721,164554.56417121273
1722,126343.41407797004
1723,153668.73718518764
1724,201093.29164621534
1725,236097.03205019067
1726,183460.02077992941
1727,150911.7688642106
1728,175508.8421111072
1729,166574.69285773754
1730,156572.49988397257
1731,119994.95043375573
1732,125007.26357098662
1733,113368.40419616348
1734,120032.85447407997
1735,125702.20093232737
1736,107055.01701253737
1737,302797.3490007375
1738,242543.94228815165
1739,241903.73240336616
1740,193961.97394567376
1741,181553.80838865708
1742,170765.2208583671
1743,177333.44491516752
1744,308594.33228603716
1745,214360.58252884186
1746,186608.9644189668
1747,215531.3586026996
1748,216573.98742507838
1749,143637.93293975748
1750,124603.5898026428
1751,248289.07580875445
1752,117128.18827384627
1753,149173.00936973857
1754,196269.12374280603
1755,163359.7285328068
1756,124074.01995543097
1757,120059.77271541007
1758,144462.42613421608
1759,160812.66576966428
1760,165077.8304074257
1761,143993.86168040987
1762,178048.89215507894
1763,188289.69916178542
1764,113783.07982108353
1765,165073.3611915243
1766,188037.70095633648
1767,217645.30862479634
1768,140888.29292350457
1769,173699.39976704557
1770,150818.2285739475
1771,125375.4009794465
1772,128831.58090302299
1773,125210.61963445159
1774,138266.60491227722
1775,139950.8870955812
1776,128522.29146933422
1777,108592.78316794557
1778,136372.37715011067
1779,114790.5702172561
1780,177770.92488264304
1781,127264.9635158904
1782,86490.38253628569
1783,140154.14529852715
1784,105678.9292078436
1785,123526.37575936
1786,141779.27330853656
1787,166270.267144225
1788,59444.67062577143
1789,101253.37680998702
1790,77770.97445241106
1791,176116.7194920737
1792,156194.17738283216
1793,127147.77951743826
1794,152885.76923994167
1795,133367.74180680455
1796,130685.29314668117
1797,113287.9706114557
1798,121625.69222265379
1799,108592.71461280568
1800,131779.8018437401
1801,125172.01620160179
1802,142608.71895045822
1803,147808.58830385876
1804,135541.63610986818
1805,136875.53218128372
1806,122374.07096303385
1807,134562.51489498484
1808,127990.43022514832
